Date,Type,Unscheduled,Year,Month,Day,Date-Number,ET Time,
2/27/1953,CPI,0,1953,2,27,19417,8.30,
3/26/1953,CPI,0,1953,3,26,19444,8.30,
4/22/1953,CPI,0,1953,4,22,19471,8.30,
5/22/1953,CPI,0,1953,5,22,19501,8.30,
6/23/1953,CPI,0,1953,6,23,19533,8.30,
7/22/1953,CPI,0,1953,7,22,19562,8.30,
8/26/1953,CPI,0,1953,8,26,19597,8.30,
9/23/1953,CPI,0,1953,9,23,19625,8.30,
10/28/1953,CPI,0,1953,10,28,19660,8.30,
11/25/1953,CPI,0,1953,11,25,19688,8.30,
12/23/1953,CPI,0,1953,12,23,19716,8.30,
1/22/1954,CPI,0,1954,1,22,19746,8.30,
2/26/1954,CPI,0,1954,2,26,19781,8.30,
3/24/1954,CPI,0,1954,3,24,19807,8.30,
4/22/1954,CPI,0,1954,4,22,19836,8.30,
5/21/1954,CPI,0,1954,5,21,19865,8.30,
6/22/1954,CPI,0,1954,6,22,19897,8.30,
7/23/1954,CPI,0,1954,7,23,19928,8.30,
8/20/1954,CPI,0,1954,8,20,19956,8.30,
9/24/1954,CPI,0,1954,9,24,19991,8.30,
10/26/1954,CPI,0,1954,10,26,20023,8.30,
11/24/1954,CPI,0,1954,11,24,20052,8.30,
12/22/1954,CPI,0,1954,12,22,20080,8.30,
1/21/1955,CPI,0,1955,1,21,20110,8.30,
2/25/1955,CPI,0,1955,2,25,20145,8.30,
3/23/1955,CPI,0,1955,3,23,20171,8.30,
4/22/1955,CPI,0,1955,4,22,20201,8.30,
5/20/1955,CPI,0,1955,5,20,20229,8.30,
6/23/1955,CPI,0,1955,6,23,20263,8.30,
7/26/1955,CPI,0,1955,7,26,20296,8.30,
8/23/1955,CPI,0,1955,8,23,20324,8.30,
9/23/1955,CPI,0,1955,9,23,20355,8.30,
10/21/1955,CPI,0,1955,10,21,20383,8.30,
11/22/1955,CPI,0,1955,11,22,20415,8.30,
12/21/1955,CPI,0,1955,12,21,20444,8.30,
1/20/1956,CPI,0,1956,1,20,20474,8.30,
2/24/1956,CPI,0,1956,2,24,20509,8.30,
3/26/1956,CPI,0,1956,3,26,20540,8.30,
4/25/1956,CPI,0,1956,4,25,20570,8.30,
5/24/1956,CPI,0,1956,5,24,20599,8.30,
6/26/1956,CPI,0,1956,6,26,20632,8.30,
7/24/1956,CPI,0,1956,7,24,20660,8.30,
8/24/1956,CPI,0,1956,8,24,20691,8.30,
9/21/1956,CPI,0,1956,9,21,20719,8.30,
10/25/1956,CPI,0,1956,10,25,20753,8.30,
11/26/1956,CPI,0,1956,11,26,20785,8.30,
12/21/1956,CPI,0,1956,12,21,20810,8.30,
1/25/1957,CPI,0,1957,1,25,20845,8.30,
2/21/1957,CPI,0,1957,2,21,20872,8.30,
3/22/1957,CPI,0,1957,3,22,20901,8.30,
4/23/1957,CPI,0,1957,4,23,20933,8.30,
5/24/1957,CPI,0,1957,5,24,20964,8.30,
6/25/1957,CPI,0,1957,6,25,20996,8.30,
7/24/1957,CPI,0,1957,7,24,21025,8.30,
8/11/1957,Emp,0,1957,11,8,21132,8.30,
8/22/1957,CPI,0,1957,8,22,21054,8.30,
9/24/1957,CPI,0,1957,9,24,21087,8.30,
10/9/1957,Emp,0,1957,9,10,21073,8.30,
10/10/1957,Emp,0,1957,10,10,21103,8.30,
10/25/1957,CPI,0,1957,10,25,21118,8.30,
11/7/1957,Emp,0,1957,7,11,21012,8.30,
11/12/1957,Emp,0,1957,12,11,21165,8.30,
11/22/1957,CPI,0,1957,11,22,21146,8.30,
12/8/1957,Emp,0,1957,8,12,21044,8.30,
12/20/1957,CPI,0,1957,12,20,21174,8.30,
1/14/1958,Emp,0,1958,1,14,21199,8.30,
1/21/1958,CPI,0,1958,1,21,21206,8.30,
2/25/1958,CPI,0,1958,2,25,21241,8.30,
3/21/1958,CPI,0,1958,3,21,21265,8.30,
4/23/1958,CPI,0,1958,4,23,21298,8.30,
4/29/1958,Emp,0,1958,4,29,21304,8.30,
5/22/1958,CPI,0,1958,5,22,21327,8.30,
6/6/1958,Emp,0,1958,6,6,21342,8.30,
6/24/1958,CPI,0,1958,6,24,21360,8.30,
7/23/1958,CPI,0,1958,7,23,21389,8.30,
8/4/1958,Emp,0,1958,4,8,21283,8.30,
8/7/1958,Emp,0,1958,7,8,21374,8.30,
8/8/1958,Emp,0,1958,8,8,21405,8.30,
8/22/1958,CPI,0,1958,8,22,21419,8.30,
9/9/1958,Emp,0,1958,9,9,21437,8.30,
9/19/1958,CPI,0,1958,9,19,21447,8.30,
10/10/1958,Emp,0,1958,10,10,21468,8.30,
10/11/1958,Emp,0,1958,11,10,21499,8.30,
10/12/1958,Emp,0,1958,12,10,21529,8.30,
10/23/1958,CPI,0,1958,10,23,21481,8.30,
11/2/1958,Emp,0,1958,2,11,21227,8.30,
11/3/1958,Emp,0,1958,3,11,21255,8.30,
11/25/1958,CPI,0,1958,11,25,21514,8.30,
12/23/1958,CPI,0,1958,12,23,21542,8.30,
1/13/1959,Emp,0,1959,1,13,21563,8.30,
1/23/1959,CPI,0,1959,1,23,21573,8.30,
2/20/1959,CPI,0,1959,2,20,21601,8.30,
3/25/1959,CPI,0,1959,3,25,21634,8.30,
4/22/1959,CPI,0,1959,4,22,21662,8.30,
5/22/1959,CPI,0,1959,5,22,21692,8.30,
6/19/1959,CPI,0,1959,6,19,21720,8.30,
7/4/1959,Emp,0,1959,4,7,21647,8.30,
7/14/1959,Emp,0,1959,7,14,21745,8.30,
7/22/1959,CPI,0,1959,7,22,21753,8.30,
8/21/1959,CPI,0,1959,8,21,21783,8.30,
9/23/1959,CPI,0,1959,9,23,21816,8.30,
10/2/1959,Emp,0,1959,2,10,21591,8.30,
10/6/1959,Emp,0,1959,6,10,21711,8.30,
10/13/1959,Emp,0,1959,10,13,21836,8.30,
10/23/1959,CPI,0,1959,10,23,21846,8.30,
11/3/1959,Emp,0,1959,3,11,21620,8.30,
11/5/1959,Emp,0,1959,5,11,21681,8.30,
11/8/1959,Emp,0,1959,8,11,21773,8.30,
11/11/1959,Emp,0,1959,11,11,21865,8.30,
11/25/1959,CPI,0,1959,11,25,21879,8.30,
12/22/1959,CPI,0,1959,12,22,21906,8.30,
1/22/1960,CPI,0,1960,1,22,21937,8.30,
2/25/1960,CPI,0,1960,2,25,21971,8.30,
3/15/1960,Emp,0,1960,3,15,21990,8.30,
3/25/1960,CPI,0,1960,3,25,22000,8.30,
4/25/1960,CPI,0,1960,4,25,22031,8.30,
5/25/1960,CPI,0,1960,5,25,22061,8.30,
6/13/1960,Emp,0,1960,6,13,22080,8.30,
6/24/1960,CPI,0,1960,6,24,22091,8.30,
7/22/1960,CPI,0,1960,7,22,22119,8.30,
8/25/1960,CPI,0,1960,8,25,22153,8.30,
9/9/1960,Emp,0,1960,9,9,22168,8.30,
9/23/1960,CPI,0,1960,9,23,22182,8.30,
10/8/1960,Emp,0,1960,8,10,22138,8.30,
10/10/1960,Emp,0,1960,10,10,22199,8.30,
10/11/1960,Emp,0,1960,11,10,22230,8.30,
10/26/1960,CPI,0,1960,10,26,22215,8.30,
11/2/1960,Emp,0,1960,2,11,21957,8.30,
11/5/1960,Emp,0,1960,5,11,22047,8.30,
11/25/1960,CPI,0,1960,11,25,22245,8.30,
12/4/1960,Emp,0,1960,4,12,22018,8.30,
12/7/1960,Emp,0,1960,7,12,22109,8.30,
12/12/1960,Emp,0,1960,12,12,22262,8.30,
12/23/1960,CPI,0,1960,12,23,22273,8.30,
1/13/1961,Emp,0,1961,1,13,22294,8.30,
1/27/1961,CPI,0,1961,1,27,22308,8.30,
2/5/1961,Emp,0,1961,5,2,22403,8.30,
2/8/1961,Emp,0,1961,8,2,22495,8.30,
2/28/1961,CPI,0,1961,2,28,22340,8.30,
3/10/1961,Emp,0,1961,10,3,22557,8.30,
3/11/1961,Emp,0,1961,11,3,22588,8.30,
3/24/1961,CPI,0,1961,3,24,22364,8.30,
4/4/1961,Emp,0,1961,4,4,22375,8.30,
4/26/1961,CPI,0,1961,4,26,22397,8.30,
5/7/1961,Emp,0,1961,7,5,22467,8.30,
5/25/1961,CPI,0,1961,5,25,22426,8.30,
5/31/1961,Emp,0,1961,5,31,22432,8.30,
6/27/1961,CPI,0,1961,6,27,22459,8.30,
7/3/1961,Emp,0,1961,3,7,22347,8.30,
7/12/1961,Emp,0,1961,12,7,22622,8.30,
7/25/1961,CPI,0,1961,7,25,22487,8.30,
8/25/1961,CPI,0,1961,8,25,22518,8.30,
8/29/1961,Emp,0,1961,8,29,22522,8.30,
9/2/1961,Emp,0,1961,2,9,22321,8.30,
9/26/1961,CPI,0,1961,9,26,22550,8.30,
10/25/1961,CPI,0,1961,10,25,22579,8.30,
11/28/1961,CPI,0,1961,11,28,22613,8.30,
12/22/1961,CPI,0,1961,12,22,22637,8.30,
1/8/1962,Emp,0,1962,8,1,22859,8.30,
1/26/1962,CPI,0,1962,1,26,22672,8.30,
1/31/1962,Emp,0,1962,1,31,22677,8.30,
2/28/1962,CPI,0,1962,2,28,22705,8.30,
3/27/1962,CPI,0,1962,3,27,22732,8.30,
4/10/1962,Emp,0,1962,10,4,22923,8.30,
4/24/1962,CPI,0,1962,4,24,22760,8.30,
5/7/1962,Emp,0,1962,7,5,22832,8.30,
5/9/1962,Emp,0,1962,9,5,22894,8.30,
5/12/1962,Emp,0,1962,12,5,22985,8.30,
5/25/1962,CPI,0,1962,5,25,22791,8.30,
5/31/1962,Emp,0,1962,5,31,22797,8.30,
6/4/1962,Emp,0,1962,4,6,22742,8.30,
6/26/1962,CPI,0,1962,6,26,22823,8.30,
7/3/1962,Emp,0,1962,3,7,22712,8.30,
7/25/1962,CPI,0,1962,7,25,22852,8.30,
8/28/1962,CPI,0,1962,8,28,22886,8.30,
9/1/1962,Emp,0,1962,1,9,22655,8.30,
9/5/1962,Emp,0,1962,5,9,22775,8.30,
9/25/1962,CPI,0,1962,9,25,22914,8.30,
10/26/1962,CPI,0,1962,10,26,22945,8.30,
10/31/1962,Emp,0,1962,10,31,22950,8.30,
11/28/1962,CPI,0,1962,11,28,22978,8.30,
12/21/1962,CPI,0,1962,12,21,23001,8.30,
1/8/1963,Emp,0,1963,8,1,23224,8.30,
1/25/1963,CPI,0,1963,1,25,23036,8.30,
1/31/1963,Emp,0,1963,1,31,23042,8.30,
2/5/1963,Emp,0,1963,5,2,23133,8.30,
2/27/1963,CPI,0,1963,2,27,23069,8.30,
3/10/1963,Emp,0,1963,10,3,23287,8.30,
3/27/1963,CPI,0,1963,3,27,23097,8.30,
4/4/1963,Emp,0,1963,4,4,23105,8.30,
4/25/1963,CPI,0,1963,4,25,23126,8.30,
5/7/1963,Emp,0,1963,7,5,23197,8.30,
5/28/1963,CPI,0,1963,5,28,23159,8.30,
6/6/1963,Emp,0,1963,6,6,23168,8.30,
6/9/1963,Emp,0,1963,9,6,23260,8.30,
6/12/1963,Emp,0,1963,12,6,23351,8.30,
6/26/1963,CPI,0,1963,6,26,23188,8.30,
7/3/1963,Emp,0,1963,3,7,23077,8.30,
7/26/1963,CPI,0,1963,7,26,23218,8.30,
8/27/1963,CPI,0,1963,8,27,23250,8.30,
9/25/1963,CPI,0,1963,9,25,23279,8.30,
10/1/1963,Emp,0,1963,1,10,23021,8.30,
10/30/1963,CPI,0,1963,10,30,23314,8.30,
10/31/1963,Emp,0,1963,10,31,23315,8.30,
11/29/1963,CPI,0,1963,11,29,23344,8.30,
12/27/1963,CPI,0,1963,12,27,23372,8.30,
1/10/1964,Emp,0,1964,10,1,23651,8.30,
1/29/1964,CPI,0,1964,1,29,23405,8.30,
2/7/1964,Emp,0,1964,7,2,23560,8.30,
2/27/1964,CPI,0,1964,2,27,23434,8.30,
3/4/1964,Emp,0,1964,4,3,23470,8.30,
3/9/1964,Emp,0,1964,9,3,23623,8.30,
3/31/1964,CPI,0,1964,3,31,23467,8.30,
4/12/1964,Emp,0,1964,12,4,23715,8.30,
4/30/1964,CPI,0,1964,4,30,23497,8.30,
5/6/1964,Emp,0,1964,6,5,23533,8.30,
5/11/1964,Emp,0,1964,11,5,23686,8.30,
5/28/1964,CPI,0,1964,5,28,23525,8.30,
6/2/1964,Emp,0,1964,2,6,23413,8.30,
6/3/1964,Emp,0,1964,3,6,23442,8.30,
6/8/1964,Emp,0,1964,8,6,23595,8.30,
6/26/1964,CPI,0,1964,6,26,23554,8.30,
7/5/1964,Emp,0,1964,5,7,23504,8.30,
7/31/1964,CPI,0,1964,7,31,23589,8.30,
8/28/1964,CPI,0,1964,8,28,23617,8.30,
9/30/1964,CPI,0,1964,9,30,23650,8.30,
10/1/1964,Emp,0,1964,1,10,23386,8.30,
10/30/1964,CPI,0,1964,10,30,23680,8.30,
11/30/1964,CPI,0,1964,11,30,23711,8.30,
12/30/1964,CPI,0,1964,12,30,23741,8.30,
1/4/1965,Emp,0,1965,4,1,23833,8.30,
1/7/1965,Emp,0,1965,7,1,23924,8.30,
1/28/1965,CPI,0,1965,1,28,23770,8.30,
2/9/1965,Emp,0,1965,9,2,23987,8.30,
2/12/1965,Emp,0,1965,12,2,24078,8.30,
2/26/1965,CPI,0,1965,2,26,23799,8.30,
3/6/1965,Emp,0,1965,6,3,23896,8.30,
3/30/1965,CPI,0,1965,3,30,23831,8.30,
4/2/1965,Emp,0,1965,2,4,23777,8.30,
4/3/1965,Emp,0,1965,3,4,23805,8.30,
4/11/1965,Emp,0,1965,11,4,24050,8.30,
4/28/1965,CPI,0,1965,4,28,23860,8.30,
5/8/1965,Emp,0,1965,8,5,23959,8.30,
5/27/1965,CPI,0,1965,5,27,23889,8.30,
6/5/1965,Emp,0,1965,5,6,23868,8.30,
6/30/1965,CPI,0,1965,6,30,23923,8.30,
7/1/1965,Emp,0,1965,1,7,23749,8.30,
7/10/1965,Emp,0,1965,10,7,24022,8.30,
7/29/1965,CPI,0,1965,7,29,23952,8.30,
8/27/1965,CPI,0,1965,8,27,23981,8.30,
9/29/1965,CPI,0,1965,9,29,24014,8.30,
10/28/1965,CPI,0,1965,10,28,24043,8.30,
11/30/1965,CPI,0,1965,11,30,24076,8.30,
12/30/1965,CPI,0,1965,12,30,24106,8.30,
1/27/1966,CPI,0,1966,1,27,24134,8.30,
2/9/1966,Emp,0,1966,9,2,24352,8.30,
2/12/1966,Emp,0,1966,12,2,24443,8.30,
2/28/1966,CPI,0,1966,2,28,24166,8.30,
3/29/1966,CPI,0,1966,3,29,24195,8.30,
4/11/1966,Emp,0,1966,11,4,24415,8.30,
4/21/1966,CPI,0,1966,4,21,24218,8.30,
5/4/1966,Emp,0,1966,4,5,24202,8.30,
5/20/1966,CPI,0,1966,5,20,24247,8.30,
6/5/1966,Emp,0,1966,5,6,24233,8.30,
6/6/1966,Emp,0,1966,6,6,24264,8.30,
6/21/1966,CPI,0,1966,6,21,24279,8.30,
7/1/1966,Emp,0,1966,1,7,24114,8.30,
7/21/1966,CPI,0,1966,7,21,24309,8.30,
8/2/1966,Emp,0,1966,2,8,24146,8.30,
8/3/1966,Emp,0,1966,3,8,24174,8.30,
8/8/1966,Emp,0,1966,8,8,24327,8.30,
8/22/1966,CPI,0,1966,8,22,24341,8.30,
9/22/1966,CPI,0,1966,9,22,24372,8.30,
10/10/1966,Emp,0,1966,10,10,24390,8.30,
10/20/1966,CPI,0,1966,10,20,24400,8.30,
11/7/1966,Emp,0,1966,7,11,24299,8.30,
11/23/1966,CPI,0,1966,11,23,24434,8.30,
12/22/1966,CPI,0,1966,12,22,24463,8.30,
1/20/1967,CPI,0,1967,1,20,24492,8.30,
2/20/1967,CPI,0,1967,2,20,24523,8.30,
3/16/1967,Emp,0,1967,3,16,24547,8.30,
3/20/1967,CPI,0,1967,3,20,24551,8.30,
4/25/1967,CPI,0,1967,4,25,24587,8.30,
5/6/1967,Emp,0,1967,6,5,24628,8.30,
5/23/1967,CPI,0,1967,5,23,24615,8.30,
6/9/1967,Emp,0,1967,9,6,24721,8.30,
6/28/1967,CPI,0,1967,6,28,24651,8.30,
7/11/1967,Emp,0,1967,11,7,24783,8.30,
7/26/1967,CPI,0,1967,7,26,24679,8.30,
8/8/1967,Emp,0,1967,8,8,24692,8.30,
8/25/1967,CPI,0,1967,8,25,24709,8.30,
9/1/1967,Emp,0,1967,1,9,24481,8.30,
9/2/1967,Emp,0,1967,2,9,24512,8.30,
9/5/1967,Emp,0,1967,5,9,24601,8.30,
9/27/1967,CPI,0,1967,9,27,24742,8.30,
10/26/1967,CPI,0,1967,10,26,24771,8.30,
11/4/1967,Emp,0,1967,4,11,24573,8.30,
11/7/1967,Emp,0,1967,7,11,24664,8.30,
11/10/1967,Emp,0,1967,10,11,24756,8.30,
11/29/1967,CPI,0,1967,11,29,24805,8.30,
12/13/1967,Emp,0,1967,12,13,24819,8.30,
12/22/1967,CPI,0,1967,12,22,24828,8.30,
1/25/1968,CPI,0,1968,1,25,24862,8.30,
2/29/1968,CPI,0,1968,2,29,24897,8.30,
3/27/1968,CPI,0,1968,3,27,24924,8.30,
4/26/1968,CPI,0,1968,4,26,24954,8.30,
5/28/1968,CPI,0,1968,5,28,24986,8.30,
6/11/1968,Emp,0,1968,11,6,25148,8.30,
6/28/1968,CPI,0,1968,6,28,25017,8.30,
7/2/1968,Emp,0,1968,2,7,24875,8.30,
7/8/1968,Emp,0,1968,8,7,25057,8.30,
7/31/1968,CPI,0,1968,7,31,25050,8.30,
8/5/1968,Emp,0,1968,5,8,24966,8.30,
8/27/1968,CPI,0,1968,8,27,25077,8.30,
9/10/1968,Emp,0,1968,10,9,25120,8.30,
9/26/1968,CPI,0,1968,9,26,25107,8.30,
10/1/1968,Emp,0,1968,1,10,24847,8.30,
10/4/1968,Emp,0,1968,4,10,24938,8.30,
10/7/1968,Emp,0,1968,7,10,25029,8.30,
10/29/1968,CPI,0,1968,10,29,25140,8.30,
11/9/1968,Emp,0,1968,9,11,25092,8.30,
11/12/1968,Emp,0,1968,12,11,25183,8.30,
11/27/1968,CPI,0,1968,11,27,25169,8.30,
12/3/1968,Emp,0,1968,3,12,24909,8.30,
12/6/1968,Emp,0,1968,6,12,25001,8.30,
12/27/1968,CPI,0,1968,12,27,25199,8.30,
1/29/1969,CPI,0,1969,1,29,25232,8.30,
2/25/1969,CPI,0,1969,2,25,25259,8.30,
3/25/1969,CPI,0,1969,3,25,25287,8.30,
4/8/1969,Emp,0,1969,8,4,25419,8.30,
4/24/1969,CPI,0,1969,4,24,25317,8.30,
5/5/1969,Emp,0,1969,5,5,25328,8.30,
5/12/1969,Emp,0,1969,12,5,25542,8.30,
5/22/1969,CPI,0,1969,5,22,25345,8.30,
6/10/1969,Emp,0,1969,10,6,25482,8.30,
6/24/1969,CPI,0,1969,6,24,25378,8.30,
7/11/1969,Emp,0,1969,11,7,25514,8.30,
7/23/1969,CPI,0,1969,7,23,25407,8.30,
8/4/1969,Emp,0,1969,4,8,25301,8.30,
8/7/1969,Emp,0,1969,7,8,25392,8.30,
8/9/1969,Emp,0,1969,9,8,25454,8.30,
8/22/1969,CPI,0,1969,8,22,25437,8.30,
9/1/1969,Emp,0,1969,1,9,25212,8.30,
9/6/1969,Emp,0,1969,6,9,25363,8.30,
9/22/1969,CPI,0,1969,9,22,25468,8.30,
10/3/1969,Emp,0,1969,3,10,25272,8.30,
10/22/1969,CPI,0,1969,10,22,25498,8.30,
11/2/1969,Emp,0,1969,2,11,25245,8.30,
11/21/1969,CPI,0,1969,11,21,25528,8.30,
12/19/1969,CPI,0,1969,12,19,25556,8.30,
1/19/1970,CPI,0,1970,1,19,25587,8.30,
2/7/1970,Emp,0,1970,7,2,25751,8.30,
2/10/1970,Emp,0,1970,10,2,25843,8.30,
2/19/1970,CPI,0,1970,2,19,25618,8.30,
3/20/1970,CPI,0,1970,3,20,25647,8.30,
4/9/1970,Emp,0,1970,9,4,25815,8.30,
4/12/1970,Emp,0,1970,12,4,25906,8.30,
4/22/1970,CPI,0,1970,4,22,25680,8.30,
5/6/1970,Emp,0,1970,6,5,25724,8.30,
5/20/1970,CPI,0,1970,5,20,25708,8.30,
6/2/1970,Emp,0,1970,2,6,25605,8.30,
6/3/1970,Emp,0,1970,3,6,25633,8.30,
6/11/1970,Emp,0,1970,11,6,25878,8.30,
6/18/1970,CPI,0,1970,6,18,25737,8.30,
7/8/1970,Emp,0,1970,8,7,25787,8.30,
7/21/1970,CPI,0,1970,7,21,25770,8.30,
8/5/1970,Emp,0,1970,5,8,25696,8.30,
8/21/1970,CPI,0,1970,8,21,25801,8.30,
9/1/1970,Emp,0,1970,1,9,25577,8.30,
9/23/1970,CPI,0,1970,9,23,25834,8.30,
10/4/1970,Emp,0,1970,4,10,25668,8.30,
10/21/1970,CPI,0,1970,10,21,25862,8.30,
11/24/1970,CPI,0,1970,11,24,25896,8.30,
12/24/1970,CPI,0,1970,12,24,25926,8.30,
1/4/1971,PPI,0,1971,4,1,26024,8.30,
1/29/1971,CPI,0,1971,1,29,25962,8.30,
2/4/1971,Emp,0,1971,4,2,26025,8.30,
2/7/1971,Emp,0,1971,7,2,26116,8.30,
2/9/1971,PPI,0,1971,9,2,26178,8.30,
2/17/1971,PPI,0,1971,2,17,25981,8.30,
2/19/1971,CPI,0,1971,2,19,25983,8.30,
3/9/1971,Emp,0,1971,9,3,26179,8.30,
3/12/1971,Emp,0,1971,12,3,26270,8.30,
3/12/1971,PPI,0,1971,12,3,26270,8.30,
3/19/1971,CPI,0,1971,3,19,26011,8.30,
4/6/1971,Emp,0,1971,6,4,26088,8.30,
4/6/1971,PPI,0,1971,6,4,26088,8.30,
4/11/1971,PPI,0,1971,11,4,26241,8.30,
4/21/1971,CPI,0,1971,4,21,26044,8.30,
5/2/1971,Emp,0,1971,2,5,25969,8.30,
5/3/1971,Emp,0,1971,3,5,25997,8.30,
5/3/1971,PPI,0,1971,3,5,25997,8.30,
5/8/1971,PPI,0,1971,8,5,26150,8.30,
5/11/1971,Emp,0,1971,11,5,26242,8.30,
5/21/1971,CPI,0,1971,5,21,26074,8.30,
6/5/1971,PPI,0,1971,5,6,26059,8.30,
6/8/1971,Emp,0,1971,8,6,26151,8.30,
6/21/1971,CPI,0,1971,6,21,26105,8.30,
7/5/1971,Emp,0,1971,5,7,26060,8.30,
7/10/1971,PPI,0,1971,10,7,26213,8.30,
7/23/1971,CPI,0,1971,7,23,26137,8.30,
8/1/1971,Emp,0,1971,1,8,25941,8.30,
8/10/1971,Emp,0,1971,10,8,26214,8.30,
8/20/1971,CPI,0,1971,8,20,26165,8.30,
9/7/1971,PPI,0,1971,7,9,26123,8.30,
9/22/1971,CPI,0,1971,9,22,26198,8.30,
10/22/1971,CPI,0,1971,10,22,26228,8.30,
11/19/1971,CPI,0,1971,11,19,26256,8.30,
12/22/1971,CPI,0,1971,12,22,26289,8.30,
1/9/1972,Emp,0,1972,9,1,26543,8.30,
1/14/1972,PPI,0,1972,1,14,26312,8.30,
1/21/1972,CPI,0,1972,1,21,26319,8.30,
2/6/1972,Emp,0,1972,6,2,26452,8.30,
2/6/1972,PPI,0,1972,6,2,26452,8.30,
2/11/1972,PPI,0,1972,11,2,26605,8.30,
2/23/1972,CPI,0,1972,2,23,26352,8.30,
2/25/1972,PPI,0,1972,2,25,26354,8.30,
3/3/1972,Emp,0,1972,3,3,26361,8.30,
3/11/1972,Emp,0,1972,11,3,26606,8.30,
3/23/1972,CPI,0,1972,3,23,26381,8.30,
4/2/1972,Emp,0,1972,2,4,26333,8.30,
4/8/1972,Emp,0,1972,8,4,26515,8.30,
4/8/1972,PPI,0,1972,8,4,26515,8.30,
4/21/1972,CPI,0,1972,4,21,26410,8.30,
5/5/1972,Emp,0,1972,5,5,26424,8.30,
5/5/1972,PPI,0,1972,5,5,26424,8.30,
5/10/1972,PPI,0,1972,10,5,26577,8.30,
5/19/1972,CPI,0,1972,5,19,26438,8.30,
6/10/1972,Emp,0,1972,10,6,26578,8.30,
6/21/1972,CPI,0,1972,6,21,26471,8.30,
7/1/1972,Emp,0,1972,1,7,26305,8.30,
7/4/1972,Emp,0,1972,4,7,26396,8.30,
7/4/1972,PPI,0,1972,4,7,26396,8.30,
7/7/1972,Emp,0,1972,7,7,26487,8.30,
7/7/1972,PPI,0,1972,7,7,26487,8.30,
7/12/1972,PPI,0,1972,12,7,26640,8.30,
7/21/1972,CPI,0,1972,7,21,26501,8.30,
8/9/1972,PPI,0,1972,9,8,26550,8.30,
8/12/1972,Emp,0,1972,12,8,26641,8.30,
8/22/1972,CPI,0,1972,8,22,26533,8.30,
9/22/1972,CPI,0,1972,9,22,26564,8.30,
10/3/1972,PPI,0,1972,3,10,26368,8.30,
10/20/1972,CPI,0,1972,10,20,26592,8.30,
11/21/1972,CPI,0,1972,11,21,26624,8.30,
12/22/1972,CPI,0,1972,12,22,26655,8.30,
1/6/1973,Emp,0,1973,6,1,26816,8.30,
1/23/1973,CPI,0,1973,1,23,26687,8.30,
2/2/1973,Emp,0,1973,2,2,26697,8.30,
2/8/1973,PPI,0,1973,8,2,26878,8.30,
2/11/1973,Emp,0,1973,11,2,26970,8.30,
2/15/1973,PPI,0,1973,2,15,26710,8.30,
2/22/1973,CPI,0,1973,2,22,26717,8.30,
3/5/1973,PPI,0,1973,5,3,26787,8.30,
3/8/1973,Emp,0,1973,8,3,26879,8.30,
3/21/1973,CPI,0,1973,3,21,26744,8.30,
4/1/1973,PPI,0,1973,1,4,26668,8.30,
4/5/1973,Emp,0,1973,5,4,26788,8.30,
4/10/1973,PPI,0,1973,10,4,26941,8.30,
4/20/1973,CPI,0,1973,4,20,26774,8.30,
5/1/1973,Emp,0,1973,1,5,26669,8.30,
5/4/1973,PPI,0,1973,4,5,26759,8.30,
5/10/1973,Emp,0,1973,10,5,26942,8.30,
5/22/1973,CPI,0,1973,5,22,26806,8.30,
6/4/1973,Emp,0,1973,4,6,26760,8.30,
6/7/1973,Emp,0,1973,7,6,26851,8.30,
6/7/1973,PPI,0,1973,7,6,26851,8.30,
6/12/1973,PPI,0,1973,12,6,27004,8.30,
6/21/1973,CPI,0,1973,6,21,26836,8.30,
