Date,Type,Unscheduled,Year,Month,Day,Date-Number,ET Time,
6/13/1995,CPI,0,1995,6,13,34863,8.30,
7/4/1995,Emp,0,1995,4,7,34796,8.30,
7/7/1995,Emp,0,1995,7,7,34887,8.30,
7/13/1995,PPI,0,1995,7,13,34893,8.30,
7/14/1995,CPI,0,1995,7,14,34894,8.30,
8/12/1995,Emp,0,1995,12,8,35041,8.30,
8/22/1995,FOMC,0,1995,8,22,34933,2.15,
9/6/1995,PPI,0,1995,6,9,34859,8.30,
9/11/1995,PPI,0,1995,11,9,35012,8.30,
9/13/1995,CPI,0,1995,9,13,34955,8.30,
9/26/1995,FOMC,0,1995,9,26,34968,2.15,
10/1/1995,PPI,0,1995,1,10,34709,8.30,
10/2/1995,PPI,0,1995,2,10,34740,8.30,
10/3/1995,Emp,0,1995,3,10,34768,8.30,
10/8/1995,PPI,0,1995,8,10,34921,8.30,
10/13/1995,CPI,0,1995,10,13,34985,8.30,
11/1/1995,CPI,0,1995,1,11,34710,8.30,
11/4/1995,PPI,0,1995,4,11,34800,8.30,
11/5/1995,PPI,0,1995,5,11,34830,8.30,
11/8/1995,CPI,0,1995,8,11,34922,8.30,
11/15/1995,CPI,0,1995,11,15,35018,8.30,
11/15/1995,FOMC,0,1995,11,15,35018,2.15,
12/4/1995,CPI,0,1995,4,12,34801,8.30,
12/5/1995,CPI,0,1995,5,12,34831,8.30,
12/9/1995,PPI,0,1995,9,12,34954,8.30,
12/10/1995,PPI,0,1995,10,12,34984,8.30,
12/12/1995,PPI,0,1995,12,12,35045,8.30,
12/14/1995,CPI,0,1995,12,14,35047,8.30,
12/19/1995,FOMC,0,1995,12,19,35052,2.15,
1/2/1996,CPI,0,1996,2,1,35096,8.30,
1/11/1996,Emp,0,1996,11,1,35370,8.30,
1/19/1996,Emp,0,1996,1,19,35083,8.30,
1/31/1996,FOMC,0,1996,1,31,35095,2.15,
1/31/1996,PPI,0,1996,1,31,35095,8.30,
2/2/1996,Emp,0,1996,2,2,35097,8.30,
2/8/1996,Emp,0,1996,8,2,35279,8.30,
2/27/1996,PPI,0,1996,2,27,35122,8.30,
2/28/1996,CPI,0,1996,2,28,35123,8.30,
3/5/1996,Emp,0,1996,5,3,35188,8.30,
3/7/1996,FOMC,0,1996,7,3,35249,2.15,
3/14/1996,PPI,0,1996,3,14,35138,8.30,
3/15/1996,CPI,0,1996,3,15,35139,8.30,
3/26/1996,FOMC,0,1996,3,26,35150,11.40,
4/10/1996,Emp,0,1996,10,4,35342,8.30,
5/4/1996,Emp,0,1996,4,5,35160,8.30,
5/7/1996,Emp,0,1996,7,5,35251,8.30,
5/14/1996,CPI,0,1996,5,14,35199,8.30,
5/21/1996,FOMC,0,1996,5,21,35206,2.15,
6/9/1996,Emp,0,1996,9,6,35314,8.30,
6/12/1996,Emp,0,1996,12,6,35405,8.30,
7/6/1996,Emp,0,1996,6,7,35223,8.30,
7/16/1996,CPI,0,1996,7,16,35262,8.30,
8/3/1996,Emp,0,1996,3,8,35132,8.30,
8/13/1996,CPI,0,1996,8,13,35290,8.30,
8/20/1996,FOMC,0,1996,8,20,35297,2.15,
9/8/1996,PPI,0,1996,8,9,35286,8.30,
9/13/1996,CPI,0,1996,9,13,35321,8.30,
9/24/1996,FOMC,0,1996,9,24,35332,2.15,
10/5/1996,PPI,0,1996,5,10,35195,8.30,
10/16/1996,CPI,0,1996,10,16,35354,8.30,
11/4/1996,PPI,0,1996,4,11,35166,8.30,
11/6/1996,PPI,0,1996,6,11,35227,8.30,
11/10/1996,PPI,0,1996,10,11,35349,8.30,
11/12/1996,PPI,0,1996,12,11,35410,8.30,
11/13/1996,FOMC,0,1996,11,13,35382,2.15,
11/13/1996,PPI,0,1996,11,13,35382,8.30,
11/14/1996,CPI,0,1996,11,14,35383,8.30,
12/4/1996,CPI,0,1996,4,12,35167,8.30,
12/6/1996,CPI,0,1996,6,12,35228,8.30,
12/7/1996,PPI,0,1996,7,12,35258,8.30,
12/9/1996,PPI,0,1996,9,12,35320,8.30,
12/12/1996,CPI,0,1996,12,12,35411,8.30,
12/17/1996,FOMC,0,1996,12,17,35416,2.15,
1/8/1997,Emp,0,1997,8,1,35643,8.30,
1/14/1997,CPI,0,1997,1,14,35444,8.30,
2/5/1997,Emp,0,1997,5,2,35552,8.30,
2/7/1997,FOMC,0,1997,7,2,35613,2.15,
2/14/1997,PPI,0,1997,2,14,35475,8.30,
2/19/1997,CPI,0,1997,2,19,35480,8.30,
3/7/1997,Emp,0,1997,7,3,35614,8.30,
3/10/1997,Emp,0,1997,10,3,35706,8.30,
3/14/1997,PPI,0,1997,3,14,35503,8.30,
3/19/1997,CPI,0,1997,3,19,35508,8.30,
3/25/1997,FOMC,0,1997,3,25,35514,2.15,
4/4/1997,Emp,0,1997,4,4,35524,8.30,
4/15/1997,CPI,0,1997,4,15,35535,8.30,
5/2/1997,FOMC,0,1997,2,5,35466,2.15,
5/9/1997,Emp,0,1997,9,5,35678,8.30,
5/12/1997,Emp,0,1997,12,5,35769,8.30,
5/14/1997,PPI,0,1997,5,14,35564,8.30,
5/15/1997,CPI,0,1997,5,15,35565,8.30,
5/20/1997,FOMC,0,1997,5,20,35570,2.15,
6/6/1997,Emp,0,1997,6,6,35587,8.30,
6/13/1997,PPI,0,1997,6,13,35594,8.30,
6/17/1997,CPI,0,1997,6,17,35598,8.30,
7/2/1997,Emp,0,1997,2,7,35468,8.30,
7/3/1997,Emp,0,1997,3,7,35496,8.30,
7/11/1997,Emp,0,1997,11,7,35741,8.30,
7/16/1997,CPI,0,1997,7,16,35627,8.30,
8/13/1997,PPI,0,1997,8,13,35655,8.30,
8/14/1997,CPI,0,1997,8,14,35656,8.30,
8/19/1997,FOMC,0,1997,8,19,35661,2.15,
9/1/1997,PPI,0,1997,1,9,35439,8.30,
9/16/1997,CPI,0,1997,9,16,35689,8.30,
9/30/1997,FOMC,0,1997,9,30,35703,2.15,
10/1/1997,Emp,0,1997,1,10,35440,8.30,
10/10/1997,PPI,0,1997,10,10,35713,8.30,
10/16/1997,CPI,0,1997,10,16,35719,8.30,
11/4/1997,PPI,0,1997,4,11,35531,8.30,
11/7/1997,PPI,0,1997,7,11,35622,8.30,
11/14/1997,PPI,0,1997,11,14,35748,8.30,
11/18/1997,CPI,0,1997,11,18,35752,8.30,
12/9/1997,PPI,0,1997,9,12,35685,8.30,
12/11/1997,FOMC,0,1997,11,12,35746,2.15,
12/12/1997,PPI,0,1997,12,12,35776,8.30,
12/16/1997,CPI,0,1997,12,16,35780,8.30,
12/16/1997,FOMC,0,1997,12,16,35780,2.15,
1/7/1998,FOMC,0,1998,7,1,35977,2.15,
1/13/1998,CPI,0,1998,1,13,35808,8.30,
2/7/1998,Emp,0,1998,7,2,35978,8.30,
2/10/1998,Emp,0,1998,10,2,36070,8.30,
2/18/1998,PPI,0,1998,2,18,35844,8.30,
2/24/1998,CPI,0,1998,2,24,35850,8.30,
3/4/1998,Emp,0,1998,4,3,35888,8.30,
3/13/1998,PPI,0,1998,3,13,35867,8.30,
3/19/1998,CPI,0,1998,3,19,35873,8.30,
3/31/1998,FOMC,0,1998,3,31,35885,2.15,
4/2/1998,FOMC,0,1998,2,4,35830,2.15,
4/9/1998,Emp,0,1998,9,4,36042,8.30,
4/12/1998,Emp,0,1998,12,4,36133,8.30,
4/14/1998,CPI,0,1998,4,14,35899,8.30,
5/6/1998,Emp,0,1998,6,5,35951,8.30,
5/11/1998,Emp,0,1998,11,5,36104,8.30,
5/13/1998,PPI,0,1998,5,13,35928,8.30,
5/14/1998,CPI,0,1998,5,14,35929,8.30,
5/19/1998,FOMC,0,1998,5,19,35934,2.15,
6/2/1998,Emp,0,1998,2,6,35832,8.30,
6/3/1998,Emp,0,1998,3,6,35860,8.30,
6/16/1998,CPI,0,1998,6,16,35962,8.30,
7/8/1998,Emp,0,1998,8,7,36014,8.30,
7/14/1998,CPI,0,1998,7,14,35990,8.30,
8/1/1998,PPI,0,1998,1,8,35803,8.30,
8/5/1998,Emp,0,1998,5,8,35923,8.30,
8/14/1998,PPI,0,1998,8,14,36021,8.30,
8/18/1998,CPI,0,1998,8,18,36025,8.30,
8/18/1998,FOMC,0,1998,8,18,36025,2.15,
9/1/1998,Emp,0,1998,1,9,35804,8.30,
9/4/1998,PPI,0,1998,4,9,35894,8.30,
9/17/1998,CPI,0,1998,9,17,36055,8.30,
9/29/1998,FOMC,0,1998,9,29,36067,2.15,
10/7/1998,PPI,0,1998,7,10,35986,8.30,
10/15/1998,FOMC,0,1998,10,15,36083,2.15,
10/15/1998,PPI,0,1998,10,15,36083,8.30,
10/16/1998,CPI,0,1998,10,16,36084,8.30,
11/9/1998,PPI,0,1998,9,11,36049,8.30,
11/12/1998,PPI,0,1998,12,11,36140,8.30,
11/13/1998,PPI,0,1998,11,13,36112,8.30,
11/17/1998,CPI,0,1998,11,17,36116,8.30,
11/17/1998,FOMC,0,1998,11,17,36116,2.15,
12/6/1998,PPI,0,1998,6,12,35958,8.30,
12/15/1998,CPI,0,1998,12,15,36144,8.30,
12/22/1998,FOMC,0,1998,12,22,36151,2.15,
1/13/1999,PPI,0,1999,1,13,36173,8.30,
1/14/1999,CPI,0,1999,1,14,36174,8.30,
2/4/1999,Emp,0,1999,4,2,36252,8.30,
2/7/1999,Emp,0,1999,7,2,36343,8.30,
2/18/1999,PPI,0,1999,2,18,36209,8.30,
2/19/1999,CPI,0,1999,2,19,36210,8.30,
3/2/1999,FOMC,0,1999,2,3,36194,2.15,
3/9/1999,Emp,0,1999,9,3,36406,8.30,
3/12/1999,Emp,0,1999,12,3,36497,8.30,
3/18/1999,CPI,0,1999,3,18,36237,8.30,
3/30/1999,FOMC,0,1999,3,30,36249,2.15,
4/6/1999,Emp,0,1999,6,4,36315,8.30,
4/13/1999,CPI,0,1999,4,13,36263,8.30,
5/2/1999,Emp,0,1999,2,5,36196,8.30,
5/3/1999,Emp,0,1999,3,5,36224,8.30,
5/10/1999,FOMC,0,1999,10,5,36438,2.15,
5/11/1999,Emp,0,1999,11,5,36469,8.30,
5/13/1999,PPI,0,1999,5,13,36293,8.30,
5/14/1999,CPI,0,1999,5,14,36294,8.30,
5/18/1999,FOMC,0,1999,5,18,36298,2.15,
6/8/1999,Emp,0,1999,8,6,36378,8.30,
6/16/1999,CPI,0,1999,6,16,36327,8.30,
6/30/1999,FOMC,0,1999,6,30,36341,2.15,
7/5/1999,Emp,0,1999,5,7,36287,8.30,
7/14/1999,PPI,0,1999,7,14,36355,8.30,
7/15/1999,CPI,0,1999,7,15,36356,8.30,
8/1/1999,Emp,0,1999,1,8,36168,8.30,
8/10/1999,Emp,0,1999,10,8,36441,8.30,
8/13/1999,PPI,0,1999,8,13,36385,8.30,
8/17/1999,CPI,0,1999,8,17,36389,8.30,
8/24/1999,FOMC,0,1999,8,24,36396,2.15,
9/4/1999,PPI,0,1999,4,9,36259,8.30,
9/15/1999,CPI,0,1999,9,15,36418,8.30,
10/9/1999,PPI,0,1999,9,10,36413,8.30,
10/11/1999,PPI,0,1999,11,10,36474,8.30,
10/12/1999,PPI,0,1999,12,10,36504,8.30,
10/15/1999,PPI,0,1999,10,15,36448,8.30,
10/19/1999,CPI,0,1999,10,19,36452,8.30,
11/6/1999,PPI,0,1999,6,11,36322,8.30,
11/16/1999,FOMC,0,1999,11,16,36480,2.15,
11/17/1999,CPI,0,1999,11,17,36481,8.30,
12/3/1999,PPI,0,1999,3,12,36231,8.30,
12/14/1999,CPI,0,1999,12,14,36508,8.30,
12/21/1999,FOMC,0,1999,12,21,36515,2.15,
1/9/2000,Emp,0,2000,9,1,36770,8.30,
1/13/2000,PPI,0,2000,1,13,36538,8.30,
1/14/2000,CPI,0,2000,1,14,36539,8.30,
2/2/2000,FOMC,0,2000,2,2,36558,2.15,
2/6/2000,Emp,0,2000,6,2,36679,8.30,
2/17/2000,PPI,0,2000,2,17,36573,8.30,
2/18/2000,CPI,0,2000,2,18,36574,8.30,
3/3/2000,Emp,0,2000,3,3,36588,8.30,
3/10/2000,FOMC,0,2000,10,3,36802,2.15,
3/11/2000,Emp,0,2000,11,3,36833,8.30,
3/16/2000,PPI,0,2000,3,16,36601,8.30,
3/17/2000,CPI,0,2000,3,17,36602,8.30,
3/21/2000,FOMC,0,2000,3,21,36606,2.15,
4/2/2000,Emp,0,2000,2,4,36560,8.30,
4/8/2000,Emp,0,2000,8,4,36742,8.30,
4/13/2000,PPI,0,2000,4,13,36629,8.30,
4/14/2000,CPI,0,2000,4,14,36630,8.30,
5/5/2000,Emp,0,2000,5,5,36651,8.30,
5/16/2000,CPI,0,2000,5,16,36662,8.30,
5/16/2000,FOMC,0,2000,5,16,36662,2.15,
6/10/2000,Emp,0,2000,10,6,36805,8.30,
6/14/2000,CPI,0,2000,6,14,36691,8.30,
6/28/2000,FOMC,0,2000,6,28,36705,2.15,
7/1/2000,Emp,0,2000,1,7,36532,8.30,
7/4/2000,Emp,0,2000,4,7,36623,8.30,
7/7/2000,Emp,0,2000,7,7,36714,8.30,
7/14/2000,PPI,0,2000,7,14,36721,8.30,
7/18/2000,CPI,0,2000,7,18,36725,8.30,
8/12/2000,Emp,0,2000,12,8,36868,8.30,
8/16/2000,CPI,0,2000,8,16,36754,8.30,
8/22/2000,FOMC,0,2000,8,22,36760,2.15,
9/6/2000,PPI,0,2000,6,9,36686,8.30,
9/11/2000,PPI,0,2000,11,9,36839,8.30,
9/14/2000,PPI,0,2000,9,14,36783,8.30,
9/15/2000,CPI,0,2000,9,15,36784,8.30,
10/13/2000,PPI,0,2000,10,13,36812,8.30,
10/18/2000,CPI,0,2000,10,18,36817,8.30,
11/8/2000,PPI,0,2000,8,11,36749,8.30,
11/15/2000,FOMC,0,2000,11,15,36845,2.15,
11/16/2000,CPI,0,2000,11,16,36846,8.30,
12/5/2000,PPI,0,2000,5,12,36658,8.30,
12/14/2000,PPI,0,2000,12,14,36874,8.30,
12/15/2000,CPI,0,2000,12,15,36875,8.30,
12/19/2000,FOMC,0,2000,12,19,36879,2.15,
1/6/2001,Emp,0,2001,6,1,37043,8.30,
1/17/2001,CPI,0,2001,1,17,36908,8.30,
1/31/2001,FOMC,0,2001,1,31,36922,2.15,
2/2/2001,Emp,0,2001,2,2,36924,8.30,
2/10/2001,FOMC,0,2001,10,2,37166,2.15,
2/11/2001,Emp,0,2001,11,2,37197,8.30,
2/16/2001,PPI,0,2001,2,16,36938,8.30,
2/21/2001,CPI,0,2001,2,21,36943,8.30,
3/1/2001,FOMC,1,2001,1,3,36894,2.15,
3/8/2001,Emp,0,2001,8,3,37106,8.30,
3/16/2001,PPI,0,2001,3,16,36966,8.30,
3/20/2001,FOMC,0,2001,3,20,36970,2.15,
3/21/2001,CPI,0,2001,3,21,36971,8.30,
4/5/2001,Emp,0,2001,5,4,37015,8.30,
4/17/2001,CPI,0,2001,4,17,36998,8.30,
4/18/2001,FOMC,1,2001,4,18,36999,2.15,
5/1/2001,Emp,0,2001,1,5,36896,8.30,
5/10/2001,Emp,0,2001,10,5,37169,8.30,
5/15/2001,FOMC,0,2001,5,15,37026,2.15,
5/16/2001,CPI,0,2001,5,16,37027,8.30,
6/4/2001,Emp,0,2001,4,6,36987,8.30,
6/7/2001,Emp,0,2001,7,6,37078,8.30,
6/11/2001,FOMC,0,2001,11,6,37201,2.15,
6/14/2001,PPI,0,2001,6,14,37056,8.30,
6/15/2001,CPI,0,2001,6,15,37057,8.30,
6/27/2001,FOMC,0,2001,6,27,37069,2.15,
7/9/2001,Emp,0,2001,9,7,37141,8.30,
7/12/2001,Emp,0,2001,12,7,37232,8.30,
7/13/2001,PPI,0,2001,7,13,37085,8.30,
7/18/2001,CPI,0,2001,7,18,37090,8.30,
8/16/2001,CPI,0,2001,8,16,37119,8.30,
8/21/2001,FOMC,0,2001,8,21,37124,2.15,
9/3/2001,Emp,0,2001,3,9,36959,8.30,
9/11/2001,PPI,0,2001,11,9,37204,8.30,
9/13/2001,FOMC,1,2001,9,13,37147,2.15,
9/14/2001,PPI,0,2001,9,14,37148,8.30,
9/17/2001,FOMC,1,2001,9,17,37151,2.15,
9/18/2001,CPI,0,2001,9,18,37152,8.30,
10/8/2001,PPI,0,2001,8,10,37113,8.30,
10/19/2001,CPI,0,2001,10,19,37183,8.30,
11/4/2001,FOMC,1,2001,4,11,36992,2.15,
11/5/2001,PPI,0,2001,5,11,37022,8.30,
11/12/2001,FOMC,0,2001,12,11,37236,2.15,
11/16/2001,CPI,0,2001,11,16,37211,8.30,
12/1/2001,PPI,0,2001,1,12,36903,8.30,
12/4/2001,PPI,0,2001,4,12,36993,8.30,
12/10/2001,PPI,0,2001,10,12,37176,8.30,
12/13/2001,PPI,0,2001,12,13,37238,8.30,
12/14/2001,CPI,0,2001,12,14,37239,8.30,
1/2/2002,Emp,0,2002,2,1,37288,8.30,
1/11/2002,Emp,0,2002,11,1,37561,8.30,
1/16/2002,CPI,0,2002,1,16,37272,8.30,
1/30/2002,FOMC,0,2002,1,30,37286,2.15,
2/8/2002,Emp,0,2002,8,2,37470,8.30,
2/15/2002,PPI,0,2002,2,15,37302,8.30,
2/20/2002,CPI,0,2002,2,20,37307,8.30,
3/5/2002,Emp,0,2002,5,3,37379,8.30,
3/15/2002,PPI,0,2002,3,15,37330,8.30,
3/19/2002,FOMC,0,2002,3,19,37334,2.15,
3/21/2002,CPI,0,2002,3,21,37336,8.30,
4/1/2002,Emp,0,2002,1,4,37260,8.30,
4/10/2002,Emp,0,2002,10,4,37533,8.30,
4/16/2002,CPI,0,2002,4,16,37362,8.30,
5/4/2002,Emp,0,2002,4,5,37351,8.30,
5/7/2002,Emp,0,2002,7,5,37442,8.30,
5/15/2002,CPI,0,2002,5,15,37391,8.30,
6/9/2002,Emp,0,2002,9,6,37505,8.30,
6/11/2002,FOMC,0,2002,11,6,37566,2.15,
6/12/2002,Emp,0,2002,12,6,37596,8.30,
6/13/2002,PPI,0,2002,6,13,37420,8.30,
6/18/2002,CPI,0,2002,6,18,37425,8.30,
6/26/2002,FOMC,0,2002,6,26,37433,2.15,
7/5/2002,FOMC,0,2002,5,7,37383,2.15,
7/6/2002,Emp,0,2002,6,7,37414,8.30,
7/19/2002,CPI,0,2002,7,19,37456,8.30,
8/3/2002,Emp,0,2002,3,8,37323,8.30,
8/8/2002,PPI,0,2002,8,8,37476,8.30,
8/13/2002,FOMC,0,2002,8,13,37481,2.15,
8/16/2002,CPI,0,2002,8,16,37484,8.30,
9/13/2002,PPI,0,2002,9,13,37512,8.30,
9/18/2002,CPI,0,2002,9,18,37517,8.30,
9/24/2002,FOMC,0,2002,9,24,37523,2.15,
10/5/2002,PPI,0,2002,5,10,37386,8.30,
10/12/2002,FOMC,0,2002,12,10,37600,2.15,
10/18/2002,CPI,0,2002,10,18,37547,8.30,
11/1/2002,PPI,0,2002,1,11,37267,8.30,
11/7/2002,PPI,0,2002,7,11,37448,8.30,
11/10/2002,PPI,0,2002,10,11,37540,8.30,
11/15/2002,PPI,0,2002,11,15,37575,8.30,
11/19/2002,CPI,0,2002,11,19,37579,8.30,
12/4/2002,PPI,0,2002,4,12,37358,8.30,
12/13/2002,PPI,0,2002,12,13,37603,8.30,
12/17/2002,CPI,0,2002,12,17,37607,8.30,
1/8/2003,Emp,0,2003,8,1,37834,8.30,
1/15/2003,PPI,0,2003,1,15,37636,8.30,
1/16/2003,CPI,0,2003,1,16,37637,8.30,
1/29/2003,FOMC,0,2003,1,29,37650,2.15,
2/5/2003,Emp,0,2003,5,2,37743,8.30,
2/20/2003,PPI,0,2003,2,20,37672,8.30,
2/21/2003,CPI,0,2003,2,21,37673,8.30,
3/7/2003,Emp,0,2003,7,3,37805,8.30,
3/10/2003,Emp,0,2003,10,3,37897,8.30,
3/14/2003,PPI,0,2003,3,14,37694,8.30,
3/18/2003,FOMC,0,2003,3,18,37698,2.15,
3/21/2003,CPI,0,2003,3,21,37701,8.30,
4/4/2003,Emp,0,2003,4,4,37715,8.30,
4/16/2003,CPI,0,2003,4,16,37727,8.30,
5/9/2003,Emp,0,2003,9,5,37869,8.30,
5/12/2003,Emp,0,2003,12,5,37960,8.30,
5/15/2003,PPI,0,2003,5,15,37756,8.30,
5/16/2003,CPI,0,2003,5,16,37757,8.30,
6/5/2003,FOMC,0,2003,5,6,37747,2.15,
6/6/2003,Emp,0,2003,6,6,37778,8.30,
6/13/2003,PPI,0,2003,6,13,37785,8.30,
6/17/2003,CPI,0,2003,6,17,37789,8.30,
6/25/2003,FOMC,0,2003,6,25,37797,2.15,
7/2/2003,Emp,0,2003,2,7,37659,8.30,
7/3/2003,Emp,0,2003,3,7,37687,8.30,
7/11/2003,Emp,0,2003,11,7,37932,8.30,
7/16/2003,CPI,0,2003,7,16,37818,8.30,
8/14/2003,PPI,0,2003,8,14,37847,8.30,
8/15/2003,CPI,0,2003,8,15,37848,8.30,
9/12/2003,FOMC,0,2003,12,9,37964,2.15,
9/16/2003,CPI,0,2003,9,16,37880,8.30,
9/16/2003,FOMC,0,2003,9,16,37880,2.15,
10/1/2003,Emp,0,2003,1,10,37631,8.30,
10/10/2003,PPI,0,2003,10,10,37904,8.30,
10/16/2003,CPI,0,2003,10,16,37910,8.30,
10/28/2003,FOMC,0,2003,10,28,37922,2.15,
11/4/2003,PPI,0,2003,4,11,37722,8.30,
11/7/2003,PPI,0,2003,7,11,37813,8.30,
11/14/2003,PPI,0,2003,11,14,37939,8.30,
11/18/2003,CPI,0,2003,11,18,37943,8.30,
12/8/2003,FOMC,0,2003,8,12,37845,2.15,
12/9/2003,PPI,0,2003,9,12,37876,8.30,
12/12/2003,PPI,0,2003,12,12,37967,8.30,
12/16/2003,CPI,0,2003,12,16,37971,8.30,
1/4/2004,PPI,0,2004,4,1,38078,8.30,
1/14/2004,PPI,0,2004,1,14,38000,8.30,
1/15/2004,CPI,0,2004,1,15,38001,8.30,
1/28/2004,FOMC,0,2004,1,28,38014,2.15,
2/4/2004,Emp,0,2004,4,2,38079,8.30,
2/7/2004,Emp,0,2004,7,2,38170,8.30,
2/20/2004,CPI,0,2004,2,20,38037,8.30,
3/9/2004,Emp,0,2004,9,3,38233,8.30,
3/12/2004,Emp,0,2004,12,3,38324,8.30,
3/16/2004,FOMC,0,2004,3,16,38062,2.15,
3/17/2004,CPI,0,2004,3,17,38063,8.30,
3/18/2004,PPI,0,2004,3,18,38064,8.30,
4/5/2004,FOMC,0,2004,5,4,38111,2.15,
4/6/2004,Emp,0,2004,6,4,38142,8.30,
4/14/2004,CPI,0,2004,4,14,38091,8.30,
4/22/2004,PPI,0,2004,4,22,38099,8.30,
5/3/2004,Emp,0,2004,3,5,38051,8.30,
5/11/2004,Emp,0,2004,11,5,38296,8.30,
5/13/2004,PPI,0,2004,5,13,38120,8.30,
5/14/2004,CPI,0,2004,5,14,38121,8.30,
6/2/2004,Emp,0,2004,2,6,38023,8.30,
6/8/2004,Emp,0,2004,8,6,38205,8.30,
6/15/2004,CPI,0,2004,6,15,38153,8.30,
6/17/2004,PPI,0,2004,6,17,38155,8.30,
6/30/2004,FOMC,0,2004,6,30,38168,2.15,
7/5/2004,Emp,0,2004,5,7,38114,8.30,
7/15/2004,PPI,0,2004,7,15,38183,8.30,
7/16/2004,CPI,0,2004,7,16,38184,8.30,
8/10/2004,Emp,0,2004,10,8,38268,8.30,
8/13/2004,PPI,0,2004,8,13,38212,8.30,
8/17/2004,CPI,0,2004,8,17,38216,8.30,
9/1/2004,Emp,0,2004,1,9,37995,8.30,
9/16/2004,CPI,0,2004,9,16,38246,8.30,
9/21/2004,FOMC,0,2004,9,21,38251,2.15,
10/8/2004,FOMC,0,2004,8,10,38209,2.15,
10/9/2004,PPI,0,2004,9,10,38240,8.30,
10/11/2004,FOMC,0,2004,11,10,38301,2.15,
10/12/2004,PPI,0,2004,12,10,38331,8.30,
10/15/2004,PPI,0,2004,10,15,38275,8.30,
10/19/2004,CPI,0,2004,10,19,38279,8.30,
11/16/2004,PPI,0,2004,11,16,38307,8.30,
11/17/2004,CPI,0,2004,11,17,38308,8.30,
12/14/2004,FOMC,0,2004,12,14,38335,2.15,
12/17/2004,CPI,0,2004,12,17,38338,8.30,
1/4/2005,Emp,0,2005,4,1,38443,8.30,
1/11/2005,FOMC,0,2005,11,1,38657,2.15,
1/14/2005,PPI,0,2005,1,14,38366,8.30,
1/19/2005,CPI,0,2005,1,19,38371,8.30,
2/2/2005,FOMC,0,2005,2,2,38385,2.15,
2/9/2005,Emp,0,2005,9,2,38597,8.30,
2/12/2005,Emp,0,2005,12,2,38688,8.30,
2/18/2005,PPI,0,2005,2,18,38401,8.30,
2/23/2005,CPI,0,2005,2,23,38406,8.30,
3/5/2005,FOMC,0,2005,5,3,38475,2.15,
3/6/2005,Emp,0,2005,6,3,38506,8.30,
3/22/2005,FOMC,0,2005,3,22,38433,2.15,
3/22/2005,PPI,0,2005,3,22,38433,8.30,
3/23/2005,CPI,0,2005,3,23,38434,8.30,
4/2/2005,Emp,0,2005,2,4,38387,8.30,
4/3/2005,Emp,0,2005,3,4,38415,8.30,
4/11/2005,Emp,0,2005,11,4,38660,8.30,
4/19/2005,PPI,0,2005,4,19,38461,8.30,
4/20/2005,CPI,0,2005,4,20,38462,8.30,
5/8/2005,Emp,0,2005,8,5,38569,8.30,
5/17/2005,PPI,0,2005,5,17,38489,8.30,
5/18/2005,CPI,0,2005,5,18,38490,8.30,
6/5/2005,Emp,0,2005,5,6,38478,8.30,
6/14/2005,PPI,0,2005,6,14,38517,8.30,
6/15/2005,CPI,0,2005,6,15,38518,8.30,
6/30/2005,FOMC,0,2005,6,30,38533,2.15,
7/1/2005,Emp,0,2005,1,7,38359,8.30,
7/10/2005,Emp,0,2005,10,7,38632,8.30,
7/14/2005,CPI,0,2005,7,14,38547,8.30,
7/15/2005,PPI,0,2005,7,15,38548,8.30,
8/7/2005,Emp,0,2005,7,8,38541,8.30,
8/16/2005,CPI,0,2005,8,16,38580,8.30,
8/17/2005,PPI,0,2005,8,17,38581,8.30,
9/8/2005,FOMC,0,2005,8,9,38573,2.15,
9/13/2005,PPI,0,2005,9,13,38608,8.30,
9/15/2005,CPI,0,2005,9,15,38610,8.30,
