Date,Type,Unscheduled,Year,Month,Day,Date-Number,ET Time,
9/20/2005,FOMC,0,2005,9,20,38615,2.15,
10/14/2005,CPI,0,2005,10,14,38639,8.30,
10/18/2005,PPI,0,2005,10,18,38643,8.30,
11/15/2005,PPI,0,2005,11,15,38671,8.30,
11/16/2005,CPI,0,2005,11,16,38672,8.30,
12/13/2005,FOMC,0,2005,12,13,38699,2.15,
12/15/2005,CPI,0,2005,12,15,38701,8.30,
12/20/2005,PPI,0,2005,12,20,38706,8.30,
1/9/2006,Emp,0,2006,9,1,38961,8.30,
1/13/2006,PPI,0,2006,1,13,38730,8.30,
1/18/2006,CPI,0,2006,1,18,38735,8.30,
1/31/2006,FOMC,0,2006,1,31,38748,2.15,
2/6/2006,Emp,0,2006,6,2,38870,8.30,
2/17/2006,PPI,0,2006,2,17,38765,8.30,
2/22/2006,CPI,0,2006,2,22,38770,8.30,
3/2/2006,Emp,0,2006,2,3,38751,8.30,
3/11/2006,Emp,0,2006,11,3,39024,8.30,
3/16/2006,CPI,0,2006,3,16,38792,8.30,
3/21/2006,PPI,0,2006,3,21,38797,8.30,
3/28/2006,FOMC,0,2006,3,28,38804,2.15,
4/8/2006,Emp,0,2006,8,4,38933,8.30,
4/18/2006,PPI,0,2006,4,18,38825,8.30,
4/19/2006,CPI,0,2006,4,19,38826,8.30,
5/5/2006,Emp,0,2006,5,5,38842,8.30,
5/16/2006,PPI,0,2006,5,16,38853,8.30,
5/17/2006,CPI,0,2006,5,17,38854,8.30,
6/1/2006,Emp,0,2006,1,6,38723,8.30,
6/10/2006,Emp,0,2006,10,6,38996,8.30,
6/13/2006,PPI,0,2006,6,13,38881,8.30,
6/14/2006,CPI,0,2006,6,14,38882,8.30,
6/29/2006,FOMC,0,2006,6,29,38897,2.15,
7/4/2006,Emp,0,2006,4,7,38814,8.30,
7/7/2006,Emp,0,2006,7,7,38905,8.30,
7/18/2006,PPI,0,2006,7,18,38916,8.30,
7/19/2006,CPI,0,2006,7,19,38917,8.30,
8/8/2006,FOMC,0,2006,8,8,38937,2.15,
8/12/2006,Emp,0,2006,12,8,39059,8.30,
8/15/2006,PPI,0,2006,8,15,38944,8.30,
8/16/2006,CPI,0,2006,8,16,38945,8.30,
9/15/2006,CPI,0,2006,9,15,38975,8.30,
9/19/2006,PPI,0,2006,9,19,38979,8.30,
9/20/2006,FOMC,0,2006,9,20,38980,2.15,
10/3/2006,Emp,0,2006,3,10,38786,8.30,
10/5/2006,FOMC,0,2006,5,10,38847,2.15,
10/17/2006,PPI,0,2006,10,17,39007,8.30,
10/18/2006,CPI,0,2006,10,18,39008,8.30,
10/25/2006,FOMC,0,2006,10,25,39015,2.15,
11/14/2006,PPI,0,2006,11,14,39035,8.30,
11/16/2006,CPI,0,2006,11,16,39037,8.30,
12/12/2006,FOMC,0,2006,12,12,39063,2.15,
12/15/2006,CPI,0,2006,12,15,39066,8.30,
12/19/2006,PPI,0,2006,12,19,39070,8.30,
1/6/2007,Emp,0,2007,6,1,39234,8.30,
1/17/2007,PPI,0,2007,1,17,39099,8.30,
1/18/2007,CPI,0,2007,1,18,39100,8.30,
1/31/2007,FOMC,0,2007,1,31,39113,2.15,
2/2/2007,Emp,0,2007,2,2,39115,8.30,
2/11/2007,Emp,0,2007,11,2,39388,8.30,
2/16/2007,PPI,0,2007,2,16,39129,8.30,
2/21/2007,CPI,0,2007,2,21,39134,8.30,
3/8/2007,Emp,0,2007,8,3,39297,8.30,
3/15/2007,PPI,0,2007,3,15,39156,8.30,
3/16/2007,CPI,0,2007,3,16,39157,8.30,
3/21/2007,FOMC,0,2007,3,21,39162,2.15,
4/5/2007,Emp,0,2007,5,4,39206,8.30,
4/17/2007,CPI,0,2007,4,17,39189,8.30,
5/1/2007,Emp,0,2007,1,5,39087,8.30,
5/10/2007,Emp,0,2007,10,5,39360,8.30,
5/15/2007,CPI,0,2007,5,15,39217,8.30,
6/4/2007,Emp,0,2007,4,6,39178,8.30,
6/7/2007,Emp,0,2007,7,6,39269,8.30,
6/12/2007,FOMC,1,2007,12,6,39422,2.15,
6/14/2007,PPI,0,2007,6,14,39247,8.30,
6/15/2007,CPI,0,2007,6,15,39248,8.30,
6/28/2007,FOMC,0,2007,6,28,39261,2.15,
7/8/2007,FOMC,0,2007,8,7,39301,2.15,
7/9/2007,Emp,0,2007,9,7,39332,8.30,
7/12/2007,Emp,0,2007,12,7,39423,8.30,
7/17/2007,PPI,0,2007,7,17,39280,8.30,
7/18/2007,CPI,0,2007,7,18,39281,8.30,
8/14/2007,PPI,0,2007,8,14,39308,8.30,
8/15/2007,CPI,0,2007,8,15,39309,8.30,
8/16/2007,FOMC,1,2007,8,16,39310,2.15,
9/3/2007,Emp,0,2007,3,9,39150,8.30,
9/5/2007,FOMC,0,2007,5,9,39211,2.15,
9/18/2007,FOMC,0,2007,9,18,39343,2.15,
9/18/2007,PPI,0,2007,9,18,39343,8.30,
9/19/2007,CPI,0,2007,9,19,39344,8.30,
10/8/2007,FOMC,1,2007,8,10,39304,2.15,
10/17/2007,CPI,0,2007,10,17,39372,8.30,
10/31/2007,FOMC,0,2007,10,31,39386,2.15,
11/5/2007,PPI,0,2007,5,11,39213,8.30,
11/12/2007,FOMC,0,2007,12,11,39427,2.15,
11/14/2007,PPI,0,2007,11,14,39400,8.30,
11/15/2007,CPI,0,2007,11,15,39401,8.30,
12/4/2007,PPI,0,2007,4,12,39184,8.30,
12/10/2007,PPI,0,2007,10,12,39367,8.30,
12/13/2007,PPI,0,2007,12,13,39429,8.30,
12/14/2007,CPI,0,2007,12,14,39430,8.30,
1/2/2008,Emp,0,2008,2,1,39479,8.30,
1/8/2008,Emp,0,2008,8,1,39661,8.30,
1/15/2008,PPI,0,2008,1,15,39462,8.30,
1/16/2008,CPI,0,2008,1,16,39463,8.30,
1/21/2008,FOMC,1,2008,1,21,39468,2.15,
1/30/2008,FOMC,0,2008,1,30,39477,2.15,
2/5/2008,Emp,0,2008,5,2,39570,8.30,
2/20/2008,CPI,0,2008,2,20,39498,8.30,
2/26/2008,PPI,0,2008,2,26,39504,8.30,
3/7/2008,Emp,0,2008,7,3,39632,8.30,
3/10/2008,Emp,0,2008,10,3,39724,8.30,
3/14/2008,CPI,0,2008,3,14,39521,8.30,
3/18/2008,FOMC,0,2008,3,18,39525,2.15,
3/18/2008,PPI,0,2008,3,18,39525,8.30,
4/1/2008,Emp,0,2008,1,4,39451,8.30,
4/4/2008,Emp,0,2008,4,4,39542,8.30,
4/15/2008,PPI,0,2008,4,15,39553,8.30,
4/16/2008,CPI,0,2008,4,16,39554,8.30,
4/30/2008,FOMC,0,2008,4,30,39568,2.15,
5/8/2008,FOMC,0,2008,8,5,39665,2.15,
5/9/2008,Emp,0,2008,9,5,39696,8.30,
5/12/2008,Emp,0,2008,12,5,39787,8.30,
5/14/2008,CPI,0,2008,5,14,39582,8.30,
5/20/2008,PPI,0,2008,5,20,39588,8.30,
6/6/2008,Emp,0,2008,6,6,39605,8.30,
6/13/2008,CPI,0,2008,6,13,39612,8.30,
6/17/2008,PPI,0,2008,6,17,39616,8.30,
6/25/2008,FOMC,0,2008,6,25,39624,2.15,
7/3/2008,Emp,0,2008,3,7,39514,8.30,
7/10/2008,FOMC,1,2008,10,7,39728,2.15,
7/11/2008,Emp,0,2008,11,7,39759,8.30,
7/15/2008,PPI,0,2008,7,15,39644,8.30,
7/16/2008,CPI,0,2008,7,16,39645,8.30,
7/24/2008,FOMC,1,2008,7,24,39653,2.15,
8/14/2008,CPI,0,2008,8,14,39674,8.30,
8/19/2008,PPI,0,2008,8,19,39679,8.30,
9/1/2008,FOMC,1,2008,1,9,39456,2.15,
9/16/2008,CPI,0,2008,9,16,39707,8.30,
9/16/2008,FOMC,0,2008,9,16,39707,2.15,
9/29/2008,FOMC,1,2008,9,29,39720,2.15,
10/3/2008,FOMC,1,2008,3,10,39517,2.15,
10/15/2008,PPI,0,2008,10,15,39736,8.30,
10/16/2008,CPI,0,2008,10,16,39737,8.30,
10/29/2008,FOMC,0,2008,10,29,39750,2.15,
11/18/2008,PPI,0,2008,11,18,39770,8.30,
11/19/2008,CPI,0,2008,11,19,39771,8.30,
12/9/2008,PPI,0,2008,9,12,39703,8.30,
12/12/2008,PPI,0,2008,12,12,39794,8.30,
12/16/2008,CPI,0,2008,12,16,39798,8.30,
12/16/2008,FOMC,0,2008,12,16,39798,2.15,
1/15/2009,PPI,0,2009,1,15,39828,8.30,
1/16/2009,CPI,0,2009,1,16,39829,8.30,
1/16/2009,FOMC,1,2009,1,16,39829,2.15,
1/28/2009,FOMC,0,2009,1,28,39841,2.15,
2/2/2009,CPI,0,2009,2,2,39846,8.30,
2/7/2009,Emp,0,2009,7,2,39996,8.30,
2/10/2009,Emp,0,2009,10,2,40088,8.30,
2/19/2009,PPI,0,2009,2,19,39863,8.30,
3/4/2009,Emp,0,2009,4,3,39906,8.30,
3/6/2009,FOMC,1,2009,6,3,39967,2.15,
3/17/2009,PPI,0,2009,3,17,39889,8.30,
3/18/2009,CPI,0,2009,3,18,39890,8.30,
3/18/2009,FOMC,0,2009,3,18,39890,2.15,
4/9/2009,Emp,0,2009,9,4,40060,8.30,
4/11/2009,FOMC,0,2009,11,4,40121,2.15,
4/12/2009,Emp,0,2009,12,4,40151,8.30,
4/14/2009,PPI,0,2009,4,14,39917,8.30,
4/15/2009,CPI,0,2009,4,15,39918,8.30,
4/29/2009,FOMC,0,2009,4,29,39932,2.15,
5/6/2009,Emp,0,2009,6,5,39969,8.30,
5/14/2009,PPI,0,2009,5,14,39947,8.30,
5/15/2009,CPI,0,2009,5,15,39948,8.30,
6/2/2009,Emp,0,2009,2,6,39850,8.30,
6/3/2009,Emp,0,2009,3,6,39878,8.30,
6/11/2009,Emp,0,2009,11,6,40123,8.30,
6/16/2009,PPI,0,2009,6,16,39980,8.30,
6/17/2009,CPI,0,2009,6,17,39981,8.30,
6/24/2009,FOMC,0,2009,6,24,39988,2.15,
7/2/2009,FOMC,1,2009,2,7,39851,2.15,
7/8/2009,Emp,0,2009,8,7,40032,8.30,
7/14/2009,PPI,0,2009,7,14,40008,8.30,
7/15/2009,CPI,0,2009,7,15,40009,8.30,
8/5/2009,Emp,0,2009,5,8,39941,8.30,
8/14/2009,CPI,0,2009,8,14,40039,8.30,
8/18/2009,PPI,0,2009,8,18,40043,8.30,
9/1/2009,Emp,0,2009,1,9,39822,8.30,
9/15/2009,PPI,0,2009,9,15,40071,8.30,
9/16/2009,CPI,0,2009,9,16,40072,8.30,
9/23/2009,FOMC,0,2009,9,23,40079,2.15,
10/15/2009,CPI,0,2009,10,15,40101,8.30,
10/20/2009,PPI,0,2009,10,20,40106,8.30,
11/17/2009,PPI,0,2009,11,17,40134,8.30,
11/18/2009,CPI,0,2009,11,18,40135,8.30,
12/8/2009,FOMC,0,2009,8,12,40037,2.15,
12/15/2009,PPI,0,2009,12,15,40162,8.30,
12/16/2009,CPI,0,2009,12,16,40163,8.30,
12/16/2009,FOMC,0,2009,12,16,40163,2.15,
1/20/2010,PPI,0,2010,1,20,40198,8.30,
1/27/2010,FOMC,0,2010,1,27,40205,2.15,
2/4/2010,Emp,0,2010,4,2,40270,8.30,
2/7/2010,Emp,0,2010,7,2,40361,8.30,
2/18/2010,PPI,0,2010,2,18,40227,8.30,
3/9/2010,Emp,0,2010,9,3,40424,8.30,
3/11/2010,FOMC,0,2010,11,3,40485,2.15,
3/12/2010,Emp,0,2010,12,3,40515,8.30,
3/16/2010,FOMC,0,2010,3,16,40253,2.15,
3/17/2010,PPI,0,2010,3,17,40254,8.30,
4/6/2010,Emp,0,2010,6,4,40333,8.30,
4/22/2010,PPI,0,2010,4,22,40290,8.30,
4/28/2010,FOMC,0,2010,4,28,40296,2.15,
5/2/2010,Emp,0,2010,2,5,40214,8.30,
5/3/2010,Emp,0,2010,3,5,40242,8.30,
5/11/2010,Emp,0,2010,11,5,40487,8.30,
5/18/2010,PPI,0,2010,5,18,40316,8.30,
6/8/2010,Emp,0,2010,8,6,40396,8.30,
6/16/2010,PPI,0,2010,6,16,40345,8.30,
6/23/2010,FOMC,0,2010,6,23,40352,2.15,
7/5/2010,Emp,0,2010,5,7,40305,8.30,
7/15/2010,PPI,0,2010,7,15,40374,8.30,
8/1/2010,Emp,0,2010,1,8,40186,8.30,
8/10/2010,Emp,0,2010,10,8,40459,8.30,
8/17/2010,PPI,0,2010,8,17,40407,8.30,
9/16/2010,PPI,0,2010,9,16,40437,8.30,
9/21/2010,FOMC,0,2010,9,21,40442,2.15,
10/8/2010,FOMC,0,2010,8,10,40400,2.15,
10/14/2010,PPI,0,2010,10,14,40465,8.30,
11/16/2010,PPI,0,2010,11,16,40498,8.30,
12/14/2010,PPI,0,2010,12,14,40526,8.30,
1/4/2011,Emp,0,2011,4,1,40634,8.30,
1/8/2011,FOMC,1,2011,8,1,40756,,
1/13/2011,PPI,0,2011,1,13,40556,8.30,
1/26/2011,FOMC,0,2011,1,26,40569,2.15,
2/9/2011,Emp,0,2011,9,2,40788,8.30,
2/11/2011,FOMC,0,2011,11,2,40849,12.30,
2/12/2011,Emp,0,2011,12,2,40879,8.30,
2/16/2011,PPI,0,2011,2,16,40590,8.30,
3/6/2011,Emp,0,2011,6,3,40697,8.30,
3/15/2011,FOMC,0,2011,3,15,40617,2.15,
3/16/2011,PPI,0,2011,3,16,40618,8.30,
4/2/2011,Emp,0,2011,2,4,40578,8.30,
4/3/2011,Emp,0,2011,3,4,40606,8.30,
4/11/2011,Emp,0,2011,11,4,40851,8.30,
4/14/2011,PPI,0,2011,4,14,40647,8.30,
4/27/2011,FOMC,0,2011,4,27,40660,12.30,
5/8/2011,Emp,0,2011,8,5,40760,8.30,
6/5/2011,Emp,0,2011,5,6,40669,8.30,
6/14/2011,PPI,0,2011,6,14,40708,8.30,
6/22/2011,FOMC,0,2011,6,22,40716,12.30,
7/1/2011,Emp,0,2011,1,7,40550,8.30,
7/10/2011,Emp,0,2011,10,7,40823,8.30,
7/14/2011,PPI,0,2011,7,14,40738,8.30,
8/7/2011,Emp,0,2011,7,8,40732,8.30,
8/17/2011,PPI,0,2011,8,17,40772,8.30,
9/8/2011,FOMC,0,2011,8,9,40764,2.15,
9/14/2011,PPI,0,2011,9,14,40800,8.30,
9/21/2011,FOMC,0,2011,9,21,40807,2.15,
10/18/2011,PPI,0,2011,10,18,40834,8.30,
11/15/2011,PPI,0,2011,11,15,40862,8.30,
12/5/2011,PPI,0,2011,5,12,40675,8.30,
12/13/2011,FOMC,0,2011,12,13,40890,2.15,
12/15/2011,PPI,0,2011,12,15,40892,8.30,
1/6/2012,Emp,0,2012,1,6,40914,8.30,
1/18/2012,PPI,0,2012,1,18,40926,8.30,
1/25/2012,FOMC,0,2012,1,25,40933,12.30,
2/3/2012,Emp,0,2012,2,3,40942,8.30,
2/16/2012,PPI,0,2012,2,16,40955,8.30,
3/9/2012,Emp,0,2012,3,9,40977,8.30,
3/13/2012,FOMC,0,2012,3,13,40981,2.15,
3/15/2012,PPI,0,2012,3,15,40983,8.30,
4/6/2012,Emp,0,2012,4,6,41005,8.30,
4/12/2012,PPI,0,2012,4,12,41011,8.30,
4/25/2012,FOMC,0,2012,4,25,41024,12.30,
5/4/2012,Emp,0,2012,5,4,41033,8.30,
5/11/2012,PPI,0,2012,5,11,41040,8.30,
6/1/2012,Emp,0,2012,6,1,41061,8.30,
6/13/2012,PPI,0,2012,6,13,41073,8.30,
6/20/2012,FOMC,0,2012,6,20,41080,12.30,
7/6/2012,Emp,0,2012,7,6,41096,8.30,
7/13/2012,PPI,0,2012,7,13,41103,8.30,
8/1/2012,FOMC,0,2012,8,1,41122,2.15,
8/3/2012,Emp,0,2012,8,3,41124,8.30,
8/14/2012,PPI,0,2012,8,14,41135,8.30,
9/7/2012,Emp,0,2012,9,7,41159,8.30,
9/13/2012,PPI,0,2012,9,13,41165,8.30,
9/13/2012,FOMC,0,2012,9,13,41165,12.30,
10/5/2012,Emp,0,2012,10,5,41187,8.30,
10/12/2012,PPI,0,2012,10,12,41194,8.30,
10/24/2012,FOMC,0,2012,10,24,41206,2.15,
11/2/2012,Emp,0,2012,11,2,41215,8.30,
11/14/2012,PPI,0,2012,11,14,41227,8.30,
12/7/2012,Emp,0,2012,12,7,41250,8.30,
12/12/2012,FOMC,0,2012,12,12,41255,12.30,
12/13/2012,PPI,0,2012,12,13,41256,8.30,
1/4/2013,Emp,0,2013,1,4,41278,8.30,
1/15/2013,PPI,0,2013,1,15,41289,8.30,
1/30/2013,FOMC,0,2013,1,30,41304,2.15,
2/1/2013,Emp,0,2013,2,1,41306,8.30,
2/20/2013,PPI,0,2013,2,20,41325,8.30,
3/8/2013,Emp,0,2013,3,8,41341,8.30,
3/14/2013,PPI,0,2013,3,14,41347,8.30,
3/20/2013,FOMC,0,2013,3,20,41353,2,
4/5/2013,Emp,0,2013,4,5,41369,8.30,
4/12/2013,PPI,0,2013,4,12,41376,8.30,
5/1/2013,FOMC,0,2013,5,1,41395,2,
5/3/2013,Emp,0,2013,5,3,41397,8.30,
5/15/2013,PPI,0,2013,5,15,41409,8.30,
6/7/2013,Emp,0,2013,6,7,41432,8.30,
6/14/2013,PPI,0,2013,6,14,41439,8.30,
6/19/2013,FOMC,0,2013,6,19,41444,2,
7/5/2013,Emp,0,2013,7,5,41460,8.30,
7/12/2013,PPI,0,2013,7,12,41467,8.30,
7/31/2013,FOMC,0,2013,7,31,41486,2,
8/2/2013,Emp,0,2013,8,2,41488,8.30,
8/14/2013,PPI,0,2013,8,14,41500,8.30,
9/6/2013,Emp,0,2013,9,6,41523,8.30,
9/13/2013,PPI,0,2013,9,13,41530,8.30,
9/18/2013,FOMC,0,2013,9,18,41535,2,
10/16/2013,FOMC,1,2013,10,16,41563,2,
10/22/2013,Emp,0,2013,10,22,41569,8.30,
10/29/2013,PPI,0,2013,10,29,41576,8.30,
10/30/2013,FOMC,0,2013,10,30,41577,2,
11/8/2013,Emp,0,2013,11,8,41586,8.30,
11/21/2013,PPI,0,2013,11,21,41599,8.30,
12/6/2013,Emp,0,2013,12,6,41614,8.30,
12/13/2013,PPI,0,2013,12,13,41621,8.30,
12/18/2013,FOMC,0,2013,12,18,41626,2,
1/10/2014,Emp,0,2014,1,10,41649,,
1/15/2014,PPI,0,2014,1,15,41654,8.30,
1/29/2014,FOMC,0,2014,1,29,41668,,
2/7/2014,Emp,0,2014,2,7,41677,,
2/19/2014,PPI,0,2014,2,19,41689,8.30,
3/4/2014,FOMC,1,2014,3,4,41702,,
3/7/2014,Emp,0,2014,3,7,41705,,
3/14/2014,PPI,0,2014,3,14,41712,8.30,
3/19/2014,FOMC,0,2014,3,19,41717,,
4/4/2014,Emp,0,2014,4,4,41733,,
4/11/2014,PPI,0,2014,4,11,41740,8.30,
4/30/2014,FOMC,0,2014,4,30,41759,,
5/2/2014,Emp,0,2014,5,2,41761,,
5/14/2014,PPI,0,2014,5,14,41773,8.30,
6/6/2014,Emp,0,2014,6,6,41796,,
6/13/2014,PPI,0,2014,6,13,41803,8.30,
6/18/2014,FOMC,0,2014,6,18,41808,,
7/3/2014,Emp,0,2014,7,3,41823,,
7/16/2014,PPI,0,2014,7,16,41836,8.30,
7/30/2014,FOMC,0,2014,7,30,41850,,
8/1/2014,Emp,0,2014,8,1,41852,,
8/15/2014,PPI,0,2014,8,15,41866,8.30,
9/5/2014,Emp,0,2014,9,5,41887,,
9/16/2014,PPI,0,2014,9,16,41898,8.30,
9/17/2014,FOMC,0,2014,9,17,41899,,
10/3/2014,Emp,0,2014,10,3,41915,,
10/15/2014,PPI,0,2014,10,15,41927,8.30,
10/29/2014,FOMC,0,2014,10,29,41941,,
11/7/2014,Emp,0,2014,11,7,41950,,
11/18/2014,PPI,0,2014,11,18,41961,8.30,
12/5/2014,Emp,0,2014,12,5,41978,,
12/12/2014,PPI,0,2014,12,12,41985,8.30,
12/17/2014,FOMC,0,2014,12,17,41990,,
1/9/2015,Emp,0,2015,1,9,42013,,
1/15/2015,PPI,0,2015,1,15,42019,8.30,
1/28/2015,FOMC,0,2015,1,28,42032,,
2/6/2015,Emp,0,2015,2,6,42041,,
2/18/2015,PPI,0,2015,2,18,42053,8.30,
3/6/2015,Emp,0,2015,3,6,42069,,
3/13/2015,PPI,0,2015,3,13,42076,8.30,
3/18/2015,FOMC,0,2015,3,18,42081,,
4/3/2015,Emp,0,2015,4,3,42097,,
4/14/2015,PPI,0,2015,4,14,42108,8.30,
4/29/2015,FOMC,0,2015,4,29,42123,,
5/8/2015,Emp,0,2015,5,8,42132,,
5/14/2015,PPI,0,2015,5,14,42138,8.30,
6/5/2015,Emp,0,2015,6,5,42160,,
6/12/2015,PPI,0,2015,6,12,42167,8.30,
6/17/2015,FOMC,0,2015,6,17,42172,,
7/2/2015,Emp,0,2015,7,2,42187,,
7/15/2015,PPI,0,2015,7,15,42200,8.30,
7/29/2015,FOMC,0,2015,7,29,42214,,
8/7/2015,Emp,0,2015,8,7,42223,,
8/14/2015,PPI,0,2015,8,14,42230,8.30,
9/4/2015,Emp,0,2015,9,4,42251,,
9/11/2015,PPI,0,2015,9,11,42258,8.30,
9/17/2015,FOMC,0,2015,9,17,42264,,
10/2/2015,Emp,0,2015,10,2,42279,,
10/14/2015,PPI,0,2015,10,14,42291,8.30,
10/28/2015,FOMC,0,2015,10,28,42305,,
11/6/2015,Emp,0,2015,11,6,42314,,
11/13/2015,PPI,0,2015,11,13,42321,8.30,
12/4/2015,Emp,0,2015,12,4,42342,,
12/11/2015,PPI,0,2015,12,11,42349,8.30,
12/16/2015,FOMC,0,2015,12,16,42354,,
1/8/2016,Emp,0,2016,1,8,,,
1/15/2016,PPI,0,2016,1,15,,,
1/27/2016,FOMC,0,2016,1,27,,,
2/5/2016,Emp,0,2016,2,5,,,
2/17/2016,PPI,0,2016,2,17,,,
3/4/2016,Emp,0,2016,3,4,,,
3/15/2016,PPI,0,2016,3,15,,,
3/16/2016,FOMC,0,2016,3,16,,,
4/1/2016,Emp,0,2016,4,1,,,
4/13/2016,PPI,0,2016,4,13,,,
4/27/2016,FOMC,0,2016,4,27,,,
5/6/2016,Emp,0,2016,5,6,,,
5/13/2016,PPI,0,2016,5,13,,,
6/3/2016,Emp,0,2016,6,3,,,
6/15/2016,FOMC,0,2016,6,15,,,
6/15/2016,PPI,0,2016,6,15,,,
7/8/2016,Emp,0,2016,7,8,,,
7/14/2016,PPI,0,2016,7,14,,,
7/27/2016,FOMC,0,2016,7,27,,,
8/5/2016,Emp,0,2016,8,5,,,
8/12/2016,PPI,0,2016,8,12,,,
9/2/2016,Emp,0,2016,9,2,,,
9/15/2016,PPI,0,2016,9,15,,,
9/21/2016,FOMC,0,2016,9,21,,,
10/7/2016,Emp,0,2016,10,7,,,
10/14/2016,PPI,0,2016,10,14,,,
11/2/2016,FOMC,0,2016,11,2,,,
11/4/2016,Emp,0,2016,11,4,,,
11/16/2016,PPI,0,2016,11,16,,,
12/2/2016,Emp,0,2016,12,2,,,
12/14/2016,FOMC,0,2016,12,14,,,
12/14/2016,PPI,0,2016,12,14,,,
1/6/2017,Emp,0,,,,,,
1/13/2017,PPI,0,,,,,,
2/1/2017,FOMC,0,,,,,,
2/3/2017,Emp,0,,,,,,
2/14/2017,PPI,0,,,,,,
3/10/2017,Emp,0,,,,,,
3/14/2017,PPI,0,,,,,,
3/15/2017,FOMC,0,,,,,,
4/7/2017,Emp,0,,,,,,
4/13/2017,PPI,0,,,,,,
5/3/2017,FOMC,0,,,,,,
5/5/2017,Emp,0,,,,,,
5/11/2017,PPI,0,,,,,,
6/2/2017,Emp,0,,,,,,
6/13/2017,PPI,0,,,,,,
6/14/2017,FOMC,0,,,,,,
7/7/2017,Emp,0,,,,,,
7/13/2017,PPI,0,,,,,,
7/26/2017,FOMC,0,,,,,,
8/4/2017,Emp,0,,,,,,
8/10/2017,PPI,0,,,,,,
9/1/2017,Emp,0,,,,,,
9/13/2017,PPI,0,,,,,,
9/20/2017,FOMC,0,,,,,,
10/6/2017,Emp,0,,,,,,
10/12/2017,PPI,0,,,,,,
11/1/2017,FOMC,0,,,,,,
11/3/2017,Emp,0,,,,,,
11/14/2017,PPI,0,,,,,,
12/8/2017,Emp,0,,,,,,
12/12/2017,PPI,0,,,,,,
12/13/2017,FOMC,0,,,,,,
1/5/2018,Emp,0,,,,,,
1/11/2018,PPI,0,,,,,,
1/31/2018,FOMC,0,,,,,,
2/2/2018,Emp,0,,,,,,
2/15/2018,PPI,0,,,,,,
3/9/2018,Emp,0,,,,,,
3/14/2018,PPI,0,,,,,,
3/21/2018,FOMC,0,,,,,,
4/6/2018,Emp,0,,,,,,
4/10/2018,PPI,0,,,,,,
5/2/2018,FOMC,0,,,,,,
5/4/2018,Emp,0,,,,,,
5/9/2018,PPI,0,,,,,,
6/1/2018,Emp,0,,,,,,
6/13/2018,PPI,0,,,,,,
6/13/2018,FOMC,0,,,,,,
7/6/2018,Emp,0,,,,,,
7/11/2018,PPI,0,,,,,,
8/1/2018,FOMC,0,,,,,,
8/3/2018,Emp,0,,,,,,
8/9/2018,PPI,0,,,,,,
9/7/2018,Emp,0,,,,,,
9/12/2018,PPI,0,,,,,,
9/26/2018,FOMC,0,,,,,,
10/5/2018,Emp,0,,,,,,
10/10/2018,PPI,0,,,,,,
11/2/2018,Emp,0,,,,,,
11/8/2018,FOMC,0,,,,,,
11/9/2018,PPI,0,,,,,,
12/7/2018,Emp,0,,,,,,
12/11/2018,PPI,0,,,,,,
12/19/2018,FOMC,0,,,,,,
1/4/2019,Emp,0,,,,,,
1/15/2019,PPI,0,,,,,,
1/30/2019,FOMC,0,,,,,,
2/1/2019,Emp,0,,,,,,
2/14/2019,PPI,0,,,,,,
3/8/2019,Emp,0,,,,,,
3/13/2019,PPI,0,,,,,,
3/20/2019,FOMC,0,,,,,,
4/5/2019,Emp,0,,,,,,
4/11/2019,PPI,0,,,,,,
5/1/2019,FOMC,0,,,,,,
5/3/2019,Emp,0,,,,,,
5/9/2019,PPI,0,,,,,,
6/7/2019,Emp,0,,,,,,
6/11/2019,PPI,0,,,,,,
6/19/2019,FOMC,0,,,,,,
7/5/2019,Emp,0,,,,,,
7/12/2019,PPI,0,,,,,,
7/31/2019,FOMC,0,,,,,,
8/2/2019,Emp,0,,,,,,
8/9/2019,PPI,0,,,,,,
9/6/2019,Emp,0,,,,,,
9/11/2019,PPI,0,,,,,,
9/18/2019,FOMC,0,,,,,,
10/4/2019,Emp,0,,,,,,
10/4/2019,FOMC,1,,,,,,
10/8/2019,PPI,0,,,,,,
10/30/2019,FOMC,0,,,,,,
11/1/2019,Emp,0,,,,,,
11/14/2019,PPI,0,,,,,,
12/6/2019,Emp,0,,,,,,
12/11/2019,FOMC,0,,,,,,
12/12/2019,PPI,0,,,,,,
1/10/2020,Emp,0,,,,,,
1/15/2020,PPI,0,,,,,,
